Region of Incident,IncidentYear,Month,Total Number of Dead and Missing,CauseDeath,Country of Incident,MigrationRoute,Longitude,Latitude,Main ID,Incident ID,Incident Type,Number of Females,Number of Males,Number of Children,Country of Origin,LocationIncident
Northern Africa,2016,October,3,Sickness / lack of access to adequate healthcare,Egypt,,31.199,29.89438,2016.MMP007518,2016.MMP007518,Incident,,,,Unknown,"Alexandria, Egypt"
Northern Africa,2016,October,1,Violence,Libya,,32.7811016,12.4495221,2016.MMP007611,2016.MMP007611,Incident,,,,Unknown,"Subratah, Libya"
Northern Africa,2016,November,1,Mixed or unknown,Sudan,,19.3550784,32.6471324,2016.MMP007642,2016.MMP007642,Incident,,,,Unknown,"In the Nile River around Al Bawga, Sudan"
Northern Africa,2016,November,1,Mixed or unknown,Libya,,32.7703544,12.376176,2016.MMP007695,2016.MMP007695,Incident,,,,Unknown,"Sabratha, Libya"
Northern Africa,2016,December,2,Violence,Libya,,32.8872094,13.1913383,2016.MMP007829,2016.MMP007829,Incident,,,,Unknown,"Tripoli, Libya"
Northern Africa,2016,December,4,Violence,Libya,,32.75282775,12.47492798,2016.MMP007832,2016.MMP007832,Incident,,,,Unknown,"Subratah, Libya"
Northern Africa,2017,January,3,Sickness / lack of access to adequate healthcare,Libya,,32.86875614,13.18721843,2017.MMP00123,2017.MMP00123,Incident,,,,Unknown,"Smuggler connection house, Tripoli, Libya"
Northern Africa,2017,February,13,Vehicle accident / death linked to hazardous transport,Libya,,32.677012,14.2451942,2017.MMP00200,2017.MMP00200,Incident,,,2,Unknown,"Bodies recovered from shipping container near Al Khums, Libya"
Northern Africa,2017,February,7,Mixed or unknown,Libya,,32.8629706,13.1215797,2017.MMP00201,2017.MMP00201,Incident,,,,Unknown,"Tripoli, Libya"
Northern Africa,2017,February,2,Sickness / lack of access to adequate healthcare,Libya,,32.79726436,12.4042035,2017.MMP00217,2017.MMP00217,Incident,,,,Unknown,"Subratah, Libya"
Northern Africa,2017,March,22,Violence,Libya,,32.7959606,12.4022547,2017.MMP00228,2017.MMP00228,Incident,,,,Unknown,"Sabratha, Libya"
Northern Africa,2017,March,42,Violence,Sudan,,18.8122772,37.9691927,2017.MMP00243,2017.MMP00243,Incident,,,,Somalia,Unspecified location in Red Sea between Yemen and Sudan
Northern Africa,2017,April,1,Sickness / lack of access to adequate healthcare,Libya,,32.78400606,12.52299317,2017.MMP00337,2017.MMP00337,Incident,,,,Unknown,"Subratah, Libya"
Northern Africa,2017,April,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Libya,,32.79670521,12.49415406,2017.MMP00338,2017.MMP00338,Incident,,,,Unknown,"Subratah, Libya"
Northern Africa,2017,April,1,Violence,Libya,,32.80188175,12.4495221,2017.MMP00341,2017.MMP00341,Incident,,,,Unknown,"Subratah, Libya"
Northern Africa,2017,May,10,Violence,Libya,,32.8883626,13.20919108,2017.MMP00444,2017.MMP00444,Incident,,,,Unknown,"Tripoli, Libya"
Northern Africa,2017,May,1,Mixed or unknown,Libya,,32.88490295,13.18172526,2017.MMP00446,2017.MMP00446,Incident,,,,Unknown,"Tripoli, Libya"
Northern Africa,2017,May,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Libya,,32.89161208,13.21975322,2017.MMP00447,2017.MMP00447,Incident,,,,Unknown,"Tripoli, Libya"
Northern Africa,2017,May,5,"Harsh environmental conditions / lack of adequate shelter, food, water",Libya,,32.8872094,13.1913383,2017.MMP00448,2017.MMP00448,Incident,,,,Unknown,"Tripoli, Libya"
Northern Africa,2017,June,1,Vehicle accident / death linked to hazardous transport,Libya,,32.78034885,12.71280693,2017.MMP00453,2017.MMP00453,Incident,,,,Unknown,"Shouhadd Mdaken, Azzawya, east of Tripoli, Libya"
Northern Africa,2017,June,7,Vehicle accident / death linked to hazardous transport,Libya,,32.743053,13.7073097,2017.MMP00459,2017.MMP00459,Incident,,,,Unknown,"In truck in Garabulli, Libya"
Northern Africa,2017,June,2,Mixed or unknown,Libya,,32.88562372,13.18395686,2017.MMP00560,2017.MMP00560,Incident,,2,,Unknown,"Tripoli, Libya"
Northern Africa,2017,June,2,Violence,Libya,,32.3255884,15.0992556,2017.MMP00585,2017.MMP00585,Incident,,,,Unknown,"Misurata, Libya"
Northern Africa,2017,June,1,Violence,Libya,,32.87336981,13.18584514,2017.MMP00586,2017.MMP00586,Incident,,,,Unknown,"Tripoli, Libya"
Northern Africa,2017,June,2,Violence,Libya,,32.74414712,12.43853577,2017.MMP00587,2017.MMP00587,Incident,,,,Unknown,"Subratah, Libya"
Northern Africa,2017,June,3,Violence,Libya,,32.80534464,12.50033387,2017.MMP00591,2017.MMP00591,Incident,,,,Unknown,"Subratah, Libya"
Northern Africa,2017,June,1,Violence,Libya,,32.80188175,12.44402894,2017.MMP00592,2017.MMP00592,Incident,,,,Unknown,"Subratah, Libya"
Northern Africa,2017,July,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Libya,,32.0947711,20.1879106,2017.MMP00593,2017.MMP00593,Incident,1,1,,Unknown,"Benghazi, Libya"
Northern Africa,2017,July,5,Violence,Libya,,32.8872094,13.1913383,2017.MMP00693,2017.MMP00693,Incident,,,,Unknown,"Tripoli, Libya"
Northern Africa,2017,September,2,Mixed or unknown,Libya,,32.06338534,20.07084949,2017.MMP00938,2017.MMP00938,Incident,1,1,,Unknown,"Benghazi, Libya"
Northern Africa,2017,September,2,Mixed or unknown,Libya,,32.07595818,20.10958385,2017.MMP00950,2017.MMP00950,Incident,1,1,,Unknown,"Benghazi, Libya"
Northern Africa,2017,October,6,Vehicle accident / death linked to hazardous transport,Morocco,,35.51465044,-5.98829338,2017.MMP01029,2017.MMP01029,Incident,,,,Unknown,"Motorway between Asilah and Tanger, near Akouas Briech, Morocco"
Northern Africa,2017,October,1,Violence,Libya,,32.07013974,20.11233043,2017.MMP01070,2017.MMP01070,Incident,,1,,Unknown,"Benghazi, Libya"
Northern Africa,2017,November,1,Mixed or unknown,Libya,,32.1194242,20.0867909,2017.MMP01107,2017.MMP01107,Incident,,1,1,Unknown,"Benghazi, Libya"
Northern Africa,2017,November,2,Mixed or unknown,Libya,,32.7811016,12.4495221,2017.MMP01136,2017.MMP01136,Incident,,,,Unknown,"Sabratha, Libya"
Northern Africa,2017,November,1,Sickness / lack of access to adequate healthcare,Sudan,,19.1040389,37.3292861,2017.MMP01137,2017.MMP01137,Incident,1,,,Unknown,"Suakin, Sudan"
Northern Africa,2017,November,1,Mixed or unknown,Libya,,32.8872094,13.1913383,2017.MMP01148,2017.MMP01148,Incident,1,,,Unknown,"Tripoli, Libya"
Northern Africa,2017,November,2,Violence,Libya,,32.7811016,12.4495221,2017.MMP01175,2017.MMP01175,Incident,,2,,Unknown,"Sabratha, Libya"
Northern Africa,2017,November,3,Mixed or unknown,Libya,,32.7811016,12.4495221,2017.MMP01203,2017.MMP01203,Incident,,3,,Unknown,"Sabratha, Libya"
Northern Africa,2017,December,1,Sickness / lack of access to adequate healthcare,Libya,,32.0681759,23.941751,2017.MMP01224,2017.MMP01224,Incident,1,,,Unknown,"Tobruk, Libya"
Northern Africa,2017,December,3,Mixed or unknown,Libya,,32.7811016,12.4495221,2017.MMP01275,2017.MMP01275,Incident,,3,,Unknown,"Sabratha, Libya"
Northern Africa,2017,December,2,Mixed or unknown,Libya,,12.4495221,32.7811016,2017.MMP01292,2017.MMP01292,Incident,,2,,Unknown,"Sabratha, Libya"
Northern Africa,2018,February,1,Vehicle accident / death linked to hazardous transport,Morocco,,35.8680518,-5.376091,2018.MMP00125,2018.MMP00125,Incident,,,,Unknown,"Highway between Tanger Med and Ceuta, Morocco"
Northern Africa,2018,February,2,Mixed or unknown,Libya,,32.77912,12.490007,2018.MMP00130,2018.MMP00130,Incident,1,1,1,Unknown,"Sabratha, Libya"
Northern Africa,2018,February,1,Mixed or unknown,Libya,,32.783161,12.47628,2018.MMP00133,2018.MMP00133,Incident,1,,,Unknown,"Sabratha, Libya"
Northern Africa,2018,February,2,Mixed or unknown,Libya,,32.788441,12.48975,2018.MMP00140,2018.MMP00140,Incident,,2,,Unknown,"Sabratha, Libya"
Northern Africa,2018,March,7,"Harsh environmental conditions / lack of adequate shelter, food, water",Libya,,32.788441,12.48975,2018.MMP00318,2018.MMP00318,Incident,1,2,1,Unknown,"Sabratha, Libya"
Northern Africa,2018,March,1,Mixed or unknown,Libya,,31.986596,20.297225,2018.MMP00325,2018.MMP00325,Incident,,,,Unknown,"Benghazi, Libya"
Northern Africa,2018,April,3,Mixed or unknown,Libya,,32.780888,12.476661,2018.MMP00384,2018.MMP00384,Incident,1,1,,Unknown,"Sabratha, Libya"
Northern Africa,2018,May,2,Violence,Libya,,31.986596,20.297225,2018.MMP00493,2018.MMP00493,Incident,,2,,Unknown,"Benghazi, Libya"
Northern Africa,2018,May,2,Mixed or unknown,Libya,,32.784352,12.482521,2018.MMP00586,2018.MMP00586,Incident,2,,,Unknown,"Sabratha, Libya"
Northern Africa,2018,May,1,Sickness / lack of access to adequate healthcare,Morocco,,35.25403035,-2.958482648,2018.MMP00596,2018.MMP00596,Incident,,1,,Guinea,"Forest near the Melilla border fence, Nador, Morocco"
Northern Africa,2018,June,1,Violence,Libya,,31.986596,20.297225,2018.MMP00740,2018.MMP00740,Incident,1,,,Unknown,"Benghazi, Libya"
Northern Africa,2018,July,1,Sickness / lack of access to adequate healthcare,Morocco,,35.21182554,-2.929643537,2018.MMP00873,2018.MMP00873,Incident,,1,,Unknown,"Nador, Morocco"
Northern Africa,2018,August,2,Vehicle accident / death linked to hazardous transport,Morocco,,34.50113642,-6.48052661,2018.MMP01010,2018.MMP01010,Incident,,2,1,Mali,"Road near Kenitra, Morocco"
Northern Africa,2018,August,4,Violence,Libya,,31.986596,20.297225,2018.MMP01068,2018.MMP01068,Incident,2,1,1,Unknown,"Benghazi, Libya"
Northern Africa,2018,October,1,Accidental death,Morocco,,35.1294076,-3.3237902,2018.MMP01268,2018.MMP01268,Incident,,1,,Unknown,"Dar El Kebdani, near Nador, Morocco"
Northern Africa,2018,October,1,Mixed or unknown,Libya,,32.877428,13.204771,2018.MMP01346,2018.MMP01346,Incident,1,,,Unknown,"Tripoli, Libya"
Northern Africa,2018,November,3,Mixed or unknown,Libya,,32.90099,12.101146,2018.MMP01486,2018.MMP01486,Incident,1,,,Unknown,"Zuwara, Libya"
Northern Africa,2018,November,2,Mixed or unknown,Libya,,32.93631,12.047306,2018.MMP01496,2018.MMP01496,Incident,1,,,Unknown,"Zuwara, Libya"
Northern Africa,2018,November,2,Mixed or unknown,Libya,,32.90977,12.093463,2018.MMP01513,2018.MMP01513,Incident,2,,,Unknown,"Zuwara, Libya"
Northern Africa,2018,August,1,Sickness / lack of access to adequate healthcare,Algeria,,31.66708941,-2.062045632,2018.MMP02800,2018.MMP02800,Incident,,1,,Unknown,"Bechar, Algeria"
Northern Africa,2019,January,1,Sickness / lack of access to adequate healthcare,Libya,,32.870675,13.183525,2019.MMP00013,2019.MMP00013,Incident,,1,,Unknown,"Tripoli, Libya"
Northern Africa,2019,January,2,Mixed or unknown,Libya,,26.981369,14.500791,2019.MMP00014,2019.MMP00014,Incident,2,,,Unknown,"Sabha, Libya"
Northern Africa,2019,January,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Libya,,27.044707,14.370553,2019.MMP00015,2019.MMP00015,Incident,,1,,Unknown,"Sabha, Libya"
Northern Africa,2019,January,1,Mixed or unknown,Libya,,32.772563,12.408455,2019.MMP00071,2019.MMP00071,Incident,,,,Unknown,"Sabratha, Libya"
Northern Africa,2019,February,8,"Harsh environmental conditions / lack of adequate shelter, food, water",Morocco,,34.66739196,-1.812885234,2019.MMP00139,2019.MMP00139,Cumulative Incident,,,,Unknown,"Near Osfour mountain range, on the Morocco-Algeria border, near Oujda, Morocco"
Northern Africa,2019,February,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Morocco,,34.70574612,-1.775936609,2019.MMP00145,2019.MMP00145,Incident,,,,Côte d'Ivoire,"Roubane, Morocco-Algeria border, near Oujda, Morocco"
Northern Africa,2019,February,3,Vehicle accident / death linked to hazardous transport,Morocco,,34.9603783,-3.380756397,2019.MMP00146,2019.MMP00146,Incident,,1,,Unknown,"Road in Driouech, Nador, Morocco"
Northern Africa,2019,February,1,Mixed or unknown,Libya,,32.89534,13.18105,2019.MMP00168,2019.MMP00168,Incident,1,,,Unknown,"Tripoli, Libya"
Northern Africa,2019,February,2,Mixed or unknown,Morocco,,35.14307292,-2.9870143,2019.MMP00223,2019.MMP00223,Incident,2,,,Unknown,"Bodies found in the municipality of Béni Bouifrour, Nador, Morocco"
Northern Africa,2019,March,3,Mixed or unknown,Libya,,32.92432,12.09157,2019.MMP00291,2019.MMP00291,Incident,1,1,,Unknown,"Zuwara, Libya"
Northern Africa,2019,March,2,Sickness / lack of access to adequate healthcare,Libya,,32.89534,13.18105,2019.MMP00337,2019.MMP00337,Incident,2,,,Unknown,"Tripoli, Libya"
Northern Africa,2019,March,1,Sickness / lack of access to adequate healthcare,Libya,,32.89534,13.18105,2019.MMP00362,2019.MMP00362,Incident,,1,,Unknown,"Tripoli, Libya"
Northern Africa,2019,April,2,Vehicle accident / death linked to hazardous transport,Morocco,,35.02185146,-2.230722467,2019.MMP00533,2019.MMP00533523,Split Incident,,,,"Côte d'Ivoire,Mali,Senegal,Unknown","Laatamna, Berkane, Morocco, on secondary road between Saidia and Nador"
Northern Africa,2019,April,19,Vehicle accident / death linked to hazardous transport,Morocco,,35.02185146,-2.230722467,2019.MMP00533,"2019.MMP00533524,2019.MMP00533525,2019.MMP00533526",Split Incident,,,,"Côte d'Ivoire,Mali,Senegal,Unknown","Laatamna, Berkane, Morocco, on secondary road between Saidia and Nador"
Northern Africa,2019,April,2,Mixed or unknown,Libya,,31.161294,16.574304,2019.MMP00545,2019.MMP00545,Incident,,2,,Unknown,"Sirte, Libya"
Northern Africa,2019,April,2,Mixed or unknown,Egypt,,31.13712,29.945215,2019.MMP00553,2019.MMP00553,Incident,2,,,Unknown,"Near Alexandria, Egypt"
Northern Africa,2019,April,3,Mixed or unknown,Libya,,32.829024,13.205116,2019.MMP00555,2019.MMP00555,Incident,1,1,,Unknown,"Tripoli, Libya"
Northern Africa,2019,April,5,Mixed or unknown,Libya,,32.829024,13.205116,2019.MMP00557,2019.MMP00557,Incident,1,2,1,Unknown,"Tripoli, Libya"
Northern Africa,2019,May,1,Sickness / lack of access to adequate healthcare,Algeria,,3.987656,19.834348,2019.MMP00564,2019.MMP00564,Incident,,1,,Unknown,Unspecified location in Algeria
Northern Africa,2019,May,4,Mixed or unknown,Algeria,,-1.307491,23.338396,2019.MMP00588,2019.MMP00588,Incident,1,2,2,Unknown,Unspecified location in Algeria
Northern Africa,2019,May,9,"Harsh environmental conditions / lack of adequate shelter, food, water",Algeria,,-1.419583,23.073946,2019.MMP00594,2019.MMP00594,Incident,,,,Unknown,"Almarkadji, Algeria"
Northern Africa,2019,May,13,"Harsh environmental conditions / lack of adequate shelter, food, water",Algeria,,-1.307491,23.338396,2019.MMP00639,2019.MMP00639,Incident,1,1,,Unknown,Unspecified location in Algeria
Northern Africa,2019,May,2,Mixed or unknown,Algeria,,-1.307491,23.338396,2019.MMP00651,2019.MMP00651,Incident,,2,,Unknown,Unspecified location in Algeria
Northern Africa,2019,May,8,Mixed or unknown,Algeria,,-1.307491,23.338396,2019.MMP00652,2019.MMP00652,Incident,1,1,,Unknown,Unspecified location in Algeria
Northern Africa,2019,May,1,Vehicle accident / death linked to hazardous transport,Morocco,,35.71628997,-5.841888903,2019.MMP00676,2019.MMP00676,Incident,,1,,Unknown,"Near the port of Tangier, Morocco"
Northern Africa,2019,May,1,Mixed or unknown,Libya,,32.829024,13.205116,2019.MMP00697,2019.MMP00697,Incident,,1,,Unknown,"Tripoli, Libya"
Northern Africa,2019,June,2,Mixed or unknown,Libya,,38.12072,13.30701,2019.MMP00740,2019.MMP00740,Incident,1,1,,Unknown,"Sabratha, Libya"
Northern Africa,2019,June,1,Sickness / lack of access to adequate healthcare,Morocco,,35.13818762,-2.970536364,2019.MMP00769,2019.MMP00769,Incident,,1,,Guinea,"Afrah camp, near Nador, Morocco"
Northern Africa,2019,July,1,Mixed or unknown,Libya,,38.12072,13.30701,2019.MMP00895,2019.MMP00895,Incident,,1,,Unknown,"Sabratha, Libya"
Northern Africa,2019,July,2,Mixed or unknown,Libya,,38.12072,13.30701,2019.MMP00908,2019.MMP00908,Incident,,2,1,Unknown,"Sabratha, Libya"
Northern Africa,2019,July,7,Mixed or unknown,Libya,,13.184645,32.887622,2019.MMP00972,2019.MMP00972,Incident,,2,1,Unknown,"Tripoli, Libya"
Northern Africa,2019,July,1,Sickness / lack of access to adequate healthcare,Libya,,32.89534,13.18105,2019.MMP00991,2019.MMP00991,Incident,,1,,Unknown,"Tripoli, Libya"
Northern Africa,2019,July,2,Mixed or unknown,Libya,,32.74491,12.450226,2019.MMP01035,2019.MMP01035,Incident,,2,2,Unknown,"Sabratha, Libya"
Northern Africa,2019,August,2,Mixed or unknown,Libya,,32.89534,13.18105,2019.MMP01203,2019.MMP01203,Incident,1,1,2,Unknown,"Tripoli, Libya"
Northern Africa,2019,September,1,Mixed or unknown,Libya,,38.12072,13.30701,2019.MMP01240,2019.MMP01240,Incident,1,,,Unknown,"Sabratha, Libya"
Northern Africa,2019,September,1,Violence,Morocco,,35.20439176,-2.925109863,2019.MMP01257,2019.MMP01257,Incident,,1,,Guinea,"Bolingo forest, near Nador, Morocco"
Northern Africa,2019,September,1,Mixed or unknown,Libya,,38.12072,13.30701,2019.MMP01279,2019.MMP01279,Incident,1,,1,Unknown,"Sabratha, Libya"
Northern Africa,2019,September,1,Sickness / lack of access to adequate healthcare,Libya,,32.89534,13.18105,2019.MMP01283,2019.MMP01283,Incident,,1,,Unknown,"Tripoli, Libya"
Northern Africa,2019,September,1,Vehicle accident / death linked to hazardous transport,Morocco,,33.3699704,-7.5857231,2019.MMP01379,2019.MMP01379,Incident,,1,,Guinea,"Mohammed V Airport in Casablanca, Morocco - inside the landing gear of a Royal Air Morocco aircraft coming from Conakry, Guinea"
Northern Africa,2019,October,1,Mixed or unknown,Morocco,,35.2295222,-3.1277854,2019.MMP01400,2019.MMP01400,Incident,1,,,Unknown,"Body recovered near Bouyafar, Morocco"
Northern Africa,2019,October,2,Violence,Libya,,32.89534,13.18105,2019.MMP01424,2019.MMP01424,Incident,,2,,Unknown,"Tripoli, Libya"
Northern Africa,2019,October,1,Vehicle accident / death linked to hazardous transport,Morocco,,35.26274823,-2.937650888,2019.MMP01445,2019.MMP01445,Incident,,1,1,Morocco,"Road near Béni Ensar, Nador, Morocco, near border with Melilla"
Northern Africa,2019,October,2,Mixed or unknown,Libya,,32.92432,12.09157,2019.MMP01460,2019.MMP01460,Incident,2,,,Unknown,"Zuwara, Libya"
Northern Africa,2019,October,1,Mixed or unknown,Libya,,32.42189,75.99627,2019.MMP01477,2019.MMP01477,Incident,,1,,Unknown,"Qatrun, Libya"
